"address","categoryName","claimThisBusiness","googleFoodUrl","hotelStars","location/lat","location/lng","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","phone","price","rank","state","street","title","totalScore","url","website","reviewsCount"
"25 Đường Liên Khu 8-9, Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Nhà hàng phục vụ bữa trưa","true",,,"10.7834446","106.6067465","Thứ Tư","07:00 to 21:00","Thứ Năm","07:00 to 21:00","Thứ Sáu","07:00 to 21:00","Thứ Bảy","07:00 to 21:00","Chủ Nhật","07:00 to 21:00","Thứ Hai","07:00 to 21:00","Thứ Ba","07:00 to 21:00","+84 902 668 166",,"61","Bình Tân, Hồ Chí Minh","25 Đường Liên Khu 8-9","Quán Cơm Trưa","3.3","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20Tr%C6%B0a&query_place_id=ChIJJ004Xw0sdTERoEfae6l2y5k",,"3"
"109 A Trương Phước Phan, Bình Trị Đông, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","false",,,"10.7647104","106.6129904",,,,,,,,,,,,,,,"+84 989 333 983",,"71","Bình Tân, Hồ Chí Minh","109 A Trương Phước Phan","Cafe HD Tam Anh","3.9","https://www.google.com/maps/search/?api=1&query=Cafe%20HD%20Tam%20Anh&query_place_id=ChIJETDX6lYtdTERUn0iPELIkmk",,"11"
"216/1F, Đ. Lê Văn Quới, Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Nhà hàng châu Á","false",,,"10.776896","106.6118988","Thứ Tư","15:00 to 22:00","Thứ Năm","15:00 to 22:00","Thứ Sáu","15:00 to 22:00","Thứ Bảy","15:00 to 22:00","Chủ Nhật","15:00 to 22:00","Thứ Hai","15:00 to 22:00","Thứ Ba","15:00 to 22:00","+84 909 763 528",,"62","Bình Tân, Hồ Chí Minh","216/1F, Đ. Lê Văn Quới","Bột Môn Chiên Ăn Là Ghiền","5","https://www.google.com/maps/search/?api=1&query=B%E1%BB%99t%20M%C3%B4n%20Chi%C3%AAn%20%C4%82n%20L%C3%A0%20Ghi%E1%BB%81n&query_place_id=ChIJw1a9f2wtdTERDKUUihHRxXU","https://www.facebook.com/botmonchienanlaghienhcm","4"
"181 Trương Phước Phan, Bình Trị Đông, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng cơm","false",,,"10.7628879","106.6131248","Thứ Tư","08:00 to 23:30","Thứ Năm","08:00 to 23:30","Thứ Sáu","08:00 to 23:30","Thứ Bảy","08:00 to 23:30","Chủ Nhật","08:00 to 23:30","Thứ Hai","08:00 to 23:30","Thứ Ba","08:00 to 23:30","+84 903 244 338",,"68","Bình Tân, Thành phố Hồ Chí Minh","181 Trương Phước Phan","CƠM GÀ XỐI MỠ HOÀNG KÝ","1","https://www.google.com/maps/search/?api=1&query=C%C6%A0M%20G%C3%80%20X%E1%BB%90I%20M%E1%BB%A0%20HO%C3%80NG%20K%C3%9D&query_place_id=ChIJUxiOOAUtdTERNtZMf6eWpVg",,"1"
"467 Tân Hòa Đông, Bình Trị Đông, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng cơm","true",,,"10.7678904","106.6150961","Thứ Tư","08:00 to 21:00","Thứ Năm","08:00 to 21:00","Thứ Sáu","08:00 to 21:00","Thứ Bảy","08:00 to 21:00","Chủ Nhật","08:00 to 21:00","Thứ Hai","08:00 to 21:00","Thứ Ba","08:00 to 21:00","+84 397 755 237",,"78","Bình Tân, Hồ Chí Minh","467 Tân Hòa Đông","Hội Quán Quê Hương 467 - Cơm Bình Dân","4.3","https://www.google.com/maps/search/?api=1&query=H%E1%BB%99i%20Qu%C3%A1n%20Qu%C3%AA%20H%C6%B0%C6%A1ng%20467%20-%20C%C6%A1m%20B%C3%ACnh%20D%C3%A2n&query_place_id=ChIJSWrEjDwsdTERT_5wvKvysc0",,"4"
"184 Đ. Gò Xoài, Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,"10.7853155","106.6045613","Thứ Tư","06:00 to 21:00","Thứ Năm","06:00 to 21:00","Thứ Sáu","06:00 to 21:00","Thứ Bảy","06:00 to 21:00","Chủ Nhật","06:00 to 21:00","Thứ Hai","06:00 to 21:00","Thứ Ba","06:00 to 21:00","+84 909 134 757",,"64","Bình Tân, Hồ Chí Minh","184 Đ. Gò Xoài","Bún Bò Giò Heo Tràng Tiền","4.1","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20B%C3%B2%20Gi%C3%B2%20Heo%20Tr%C3%A0ng%20Ti%E1%BB%81n&query_place_id=ChIJ938axHIsdTERhHaVGcXN0oY",,"133"
"144 Mã Lò, Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng cơm","false","https://food.google.com/chooseprovider?restaurantId=/g/11jfchmtt9&g2lbs=AOHF13nClnnw1UJ6irQdqGXcHAjM1cmLEQBDKgdiQt6IeBGt-DnoL301QA54wjIA8_gOX0OsFiFb_TXLtoatNU789q7Pq6dukw%3D%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=l99yZpPdGcjPkPIP65eO4AY&ei=l99yZpPdGcjPkPIP65eO4AY&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7628347","106.6046284","Thứ Tư","09:00 to 21:00","Thứ Năm","09:00 to 21:00","Thứ Sáu","09:00 to 21:00","Thứ Bảy","09:00 to 21:00","Chủ Nhật","09:00 to 21:00","Thứ Hai","09:00 to 21:00","Thứ Ba","09:00 to 21:00","+84 948 490 246",,"72","Bình Tân, Hồ Chí Minh","144 Mã Lò","Cơm Gà Xối Mỡ Thạch Lam - Mã Lò","4.2","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20G%C3%A0%20X%E1%BB%91i%20M%E1%BB%A1%20Th%E1%BA%A1ch%20Lam%20-%20M%C3%A3%20L%C3%B2&query_place_id=ChIJD4-Uvh8tdTERoU4XleDqRL8",,"38"
"20 Trương Phước Phan, Bình Trị Đông, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,"10.7743366","106.613957","Thứ Tư","17:00 to 22:30","Thứ Năm","17:00 to 22:30","Thứ Sáu","17:00 to 22:30","Thứ Bảy","17:00 to 22:30","Chủ Nhật","17:00 to 22:30","Thứ Hai","Đóng cửa","Thứ Ba","17:00 to 22:30","+84 944 442 344",,"57","Bình Tân, Hồ Chí Minh","20 Trương Phước Phan","QUÁN BIA LẠNH BOLERO","5","https://www.google.com/maps/search/?api=1&query=QU%C3%81N%20BIA%20L%E1%BA%A0NH%20BOLERO&query_place_id=ChIJGxatWTUtdTERYIsrKyExLvk",,"2"
"185 Trương Phước Phan, Bình Trị Đông, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng Trung Quốc","true",,,"10.7628656","106.6131226","Thứ Tư","05:30 to 11:30","Thứ Năm","05:30 to 11:30","Thứ Sáu","05:30 to 11:30","Thứ Bảy","05:30 to 11:30","Chủ Nhật","05:30 to 11:30","Thứ Hai","05:30 to 11:30","Thứ Ba","05:30 to 11:30",,,"64","Bình Tân, Hồ Chí Minh","185 Trương Phước Phan","Quán 109","5","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20109&query_place_id=ChIJOc1S3b4tdTERRVbiA0Qyi2w",,"1"
"413/57 Đ. Lê Văn Quới, Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,"10.7761348","106.6057262",,,,,,,,,,,,,,,"+84 869 521 530",,"56","Bình Tân, Hồ Chí Minh","413/57 Đ. Lê Văn Quới","Mì Quảng Nam","5","https://www.google.com/maps/search/?api=1&query=M%C3%AC%20Qu%E1%BA%A3ng%20Nam&query_place_id=ChIJZYcT9XQtdTERwgvCwajO-CU",,"6"
"40 Đ. Số 22, Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng châu Á","true",,,"10.7783815","106.6044927","Thứ Tư","05:30 to 13:30","Thứ Năm","05:30 to 13:30","Thứ Sáu","05:30 to 13:30","Thứ Bảy","05:30 to 13:30","Chủ Nhật","05:30 to 13:30","Thứ Hai","05:30 to 13:30","Thứ Ba","05:30 to 13:30","+84 903 144 339",,"59","Bình Tân, Hồ Chí Minh","40 Đ. Số 22","Cơm tấm Cô Dung",,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20C%C3%B4%20Dung&query_place_id=ChIJhZbvGgAtdTEReDDuL356MiA",,"0"
"QJP7+MJP, Đường số 5F, Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh, Việt Nam","Quán nhậu kiểu Nhật phong cách hiện đại","true",,,"10.7867229","106.6140631","Thứ Tư","14:30 to 00:00","Thứ Năm","14:30 to 00:00","Thứ Sáu","14:30 to 00:00","Thứ Bảy","14:30 to 00:00","Chủ Nhật","14:30 to 00:00","Thứ Hai","14:30 to 00:00","Thứ Ba","14:30 to 00:00","+84 708 632 873",,"54","Bình Tân, Hồ Chí Minh","QJP7+MJP, Đường số 5F","Quán nhậu Hồng Trinh",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20nh%E1%BA%ADu%20H%E1%BB%93ng%20Trinh&query_place_id=ChIJA_TadQAtdTERS_5nyLDTHyQ",,"0"
"57e Đ. 18B, Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,"10.7802427","106.5954672",,,,,,,,,,,,,,,"+84 904 542 131",,"58","Bình Tân, Hồ Chí Minh","57e Đ. 18B","Lương Sơn Quán","5","https://www.google.com/maps/search/?api=1&query=L%C6%B0%C6%A1ng%20S%C6%A1n%20Qu%C3%A1n&query_place_id=ChIJAfxJ7fktdTERGq1iONHesTY",,"1"
"143/73/3 Đ. Liên Khu 5-6, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng ăn nhanh","false",,,"10.7851612","106.589274","Thứ Tư","15:00 to 22:00","Thứ Năm","15:00 to 22:00","Thứ Sáu","15:00 to 22:00","Thứ Bảy","15:00 to 22:00","Chủ Nhật","15:00 to 22:00","Thứ Hai","15:00 to 22:00","Thứ Ba","15:00 to 22:00","+84 909 449 432",,"53","Bình Tân, Hồ Chí Minh","143/73/3 Đ. Liên Khu 5-6","Toàn ký Hủtiếu mì xào dòn cơm chiên","5","https://www.google.com/maps/search/?api=1&query=To%C3%A0n%20k%C3%BD%20H%E1%BB%A7ti%E1%BA%BFu%20m%C3%AC%20x%C3%A0o%20d%C3%B2n%20c%C6%A1m%20chi%C3%AAn&query_place_id=ChIJr5VUUjctdTERJ4LyWXI1Qlk",,"4"
"239 Đ. Lê Văn Quới, Bình Trị Đông, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Nhà hàng pizza","false","https://food.google.com/chooseprovider?restaurantId=/g/11hcfjlxl7&g2lbs=AOHF13lUklzSe9zQn35ysWqxgwtvI83bRILxEHRc5at0P3RGBJLw6BYb5aJBqf7pFf8Z4SY1SSY7pBE5rcx5LFORv-I176CIOQ%3D%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=xN9yZrzbBLK10PEPpc2nsAY&ei=xN9yZrzbBLK10PEPpc2nsAY&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7754426","106.6144845","Thứ Tư","09:29 to 21:29","Thứ Năm","09:29 to 21:29","Thứ Sáu","09:29 to 21:29","Thứ Bảy","09:29 to 21:29","Chủ Nhật","09:29 to 21:29","Thứ Hai","09:29 to 21:29","Thứ Ba","09:29 to 21:29","+84 1900 6066","$$","42","Bình Tân, Hồ Chí Minh","239 Đ. Lê Văn Quới","The Pizza Company Lê Văn Quới","4.4","https://www.google.com/maps/search/?api=1&query=The%20Pizza%20Company%20L%C3%AA%20V%C4%83n%20Qu%E1%BB%9Bi&query_place_id=ChIJbdV1ABcsdTERYbBlYPly0aY","http://www.thepizzacompany.vn/","340"
"24 Đ. số 5D, Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng phở","true",,,"10.7838192","106.6140203","Thứ Tư","06:00 to 21:00","Thứ Năm","06:00 to 21:00","Thứ Sáu","06:00 to 21:00","Thứ Bảy","06:00 to 21:00","Chủ Nhật","06:00 to 21:00","Thứ Hai","06:00 to 21:00","Thứ Ba","06:00 to 21:00",,,"43","Bình Tân, Hồ Chí Minh","24 Đ. số 5D","Quán Phở Bảo Nam","3.9","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ph%E1%BB%9F%20B%E1%BA%A3o%20Nam&query_place_id=ChIJuZtwMQ4sdTERqUotUNbaz2I",,"25"
"571 Đ. An Dương Vương, An Lạc, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng cơm","true",,,"10.7539714","106.6241019","Thứ Tư","08:00 to 21:00","Thứ Năm","08:00 to 21:00","Thứ Sáu","08:00 to 21:00","Thứ Bảy","08:00 to 21:00","Chủ Nhật","08:00 to 21:00","Thứ Hai","08:00 to 21:00","Thứ Ba","08:00 to 21:00","+84 379 818 190",,"57","Bình Tân, Thành phố Hồ Chí Minh","571 Đ. An Dương Vương","Quán Cơm Tấm Đêm","4","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20T%E1%BA%A5m%20%C4%90%C3%AAm&query_place_id=ChIJ4ykR7SssdTERoF0tJPLWjjo",,"50"
"QJG2+PXQ, Đ. Gò Xoài, Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7768429","106.6024845",,,,,,,,,,,,,,,,,"41","Bình Tân, Hồ Chí Minh","QJG2+PXQ, Đ. Gò Xoài","Coffee-Restaurant Logla",,"https://www.google.com/maps/search/?api=1&query=Coffee-Restaurant%20Logla&query_place_id=ChIJL0OEn2ssdTERfY5hkS4MlIc",,"0"
"286/30 Chiến Lược, Khu Phố 3, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng châu Á","false",,,"10.7621315","106.6090347","Thứ Tư","06:00 to 09:30","Thứ Năm","06:00 to 09:30","Thứ Sáu","06:00 to 00:30","Thứ Bảy","06:00 to 09:30","Chủ Nhật","06:00 to 09:30","Thứ Hai","06:00 to 09:30","Thứ Ba","06:00 to 09:30","+84 989 282 298",,"60","Bình Tân, Hồ Chí Minh","286/30 Chiến Lược","Bột Chiên",,"https://www.google.com/maps/search/?api=1&query=B%E1%BB%99t%20Chi%C3%AAn&query_place_id=ChIJea_0GwAtdTERBwWzw2bA8AE",,"0"
"162 Trương Phước Phan, Bình Trị Đông, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng cơm","true",,,"10.7621678","106.6126945","Thứ Tư","07:00 to 21:30","Thứ Năm","07:00 to 21:30","Thứ Sáu","07:00 to 21:30","Thứ Bảy","07:00 to 21:30","Chủ Nhật","07:30 to 22:00","Thứ Hai","07:00 to 21:30","Thứ Ba","07:00 to 21:30","+84 906 060 841",,"49","Bình Tân, Hồ Chí Minh","162 Trương Phước Phan","Quán Cơm 162 Trương Phước Phan","4","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20162%20Tr%C6%B0%C6%A1ng%20Ph%C6%B0%E1%BB%9Bc%20Phan&query_place_id=ChIJH5YQEzosdTERSPNadmBdwDI",,"2"
"201 Trương Phước Phan, Bình Trị Đông, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,"10.7625703","106.6129803","Thứ Tư","06:30 to 21:00","Thứ Năm","06:30 to 21:00","Thứ Sáu","06:30 to 21:00","Thứ Bảy","06:30 to 21:00","Chủ Nhật","06:30 to 21:00","Thứ Hai","06:30 to 21:00","Thứ Ba","06:30 to 21:00","+84 835 482 707",,"43","Bình Tân, Hồ Chí Minh","201 Trương Phước Phan","Bánh Cuốn Nóng: Út Giềng","5","https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20Cu%E1%BB%91n%20N%C3%B3ng%3A%20%C3%9At%20Gi%E1%BB%81ng&query_place_id=ChIJ7wrtKHMtdTERrnNY75Thr1g",,"1"
"132 Đ. Gò Xoài, Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true","https://food.google.com/chooseprovider?restaurantId=/g/11j1z0l9wk&g2lbs=AOHF13lEuf9iK0MRTG1f2zheH2NqJRu1SHQ-Pp8plcKiTEa8H0hCGVY-xXcPwMVIM0mwM1dcVzdN8v6JSz9-qmupu8qlqGQtYA%3D%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=5N9yZrq6C6vT1sQPkZKOyAE&ei=5N9yZrq6C6vT1sQPkZKOyAE&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7816098","106.6032305","Thứ Tư","06:30 to 12:30, 16:00 to 21:00","Thứ Năm","06:30 to 12:30, 16:00 to 21:00","Thứ Sáu","06:30 to 12:30, 16:00 to 21:00","Thứ Bảy","06:30 to 12:30, 16:00 to 21:00","Chủ Nhật","06:30 to 12:30, 16:00 to 21:00","Thứ Hai","06:30 to 12:30, 16:00 to 21:00","Thứ Ba","06:30 to 12:30, 16:00 to 21:00",,,"34","Bình Tân, Hồ Chí Minh","132 Đ. Gò Xoài","Bò Né 3 Ngon","4.6","https://www.google.com/maps/search/?api=1&query=B%C3%B2%20N%C3%A9%203%20Ngon&query_place_id=ChIJs7Y_Us0tdTERzhe4shm_d3E",,"10"
"50 Đ. 16, Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng hải sản","true",,,"10.7816792","106.6055889","Thứ Tư","16:00 to 23:00","Thứ Năm","16:00 to 23:00","Thứ Sáu","16:00 to 23:00","Thứ Bảy","16:00 to 23:00","Chủ Nhật","16:00 to 23:00","Thứ Hai","16:00 to 23:00","Thứ Ba","16:00 to 23:00",,,"38","Bình Tân, Hồ Chí Minh","50 Đ. 16","Ốc Kiều","5","https://www.google.com/maps/search/?api=1&query=%E1%BB%90c%20Ki%E1%BB%81u&query_place_id=ChIJwzY16nEtdTER8P-q0hJyIXE",,"1"
"110B Trương Phước Phan, Bình Trị Đông, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7637415","106.6130258","Thứ Tư","16:00 to 22:59","Thứ Năm","16:00 to 22:59","Thứ Sáu","16:00 to 22:59","Thứ Bảy","16:00 to 22:59","Chủ Nhật","16:00 to 22:59","Thứ Hai","16:00 to 22:59","Thứ Ba","16:00 to 22:59","+84 973 993 460",,"53","Bình Tân, Hồ Chí Minh","110B Trương Phước Phan","Lẩu cá Gia Truyền","3.9","https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20c%C3%A1%20Gia%20Truy%E1%BB%81n&query_place_id=ChIJQWtJSjosdTER-CEjrTIELuY",,"39"
"502 TL10, Bình Trị Đông, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7574745","106.6187708","Thứ Tư","06:00 to 21:00","Thứ Năm","06:00 to 21:00","Thứ Sáu","06:00 to 21:00","Thứ Bảy","06:00 to 21:00","Chủ Nhật","06:00 to 21:00","Thứ Hai","06:00 to 21:00","Thứ Ba","06:00 to 21:00","+84 906 766 632",,"45","Bình Tân, Hồ Chí Minh","502 TL10","Quán 502 Sủi Cảo - Mì Vịt Tiềm","4.3","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20502%20S%E1%BB%A7i%20C%E1%BA%A3o%20-%20M%C3%AC%20V%E1%BB%8Bt%20Ti%E1%BB%81m&query_place_id=ChIJE3GO2XwtdTERCGdclEAyfTc",,"40"
"799/6 Đ. Bờ Kênh, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","false",,,"10.7851481","106.5926201","Thứ Tư","10:00 to 23:30","Thứ Năm","10:00 to 23:30","Thứ Sáu","10:00 to 23:30","Thứ Bảy","10:00 to 23:30","Chủ Nhật","10:00 to 23:30","Thứ Hai","10:00 to 23:30","Thứ Ba","10:00 to 23:30","+84 335 535 135",,"35","Bình Tân, Hồ Chí Minh","799/6 Đ. Bờ Kênh","Dê Bờ Kè","4.7","https://www.google.com/maps/search/?api=1&query=D%C3%AA%20B%E1%BB%9D%20K%C3%A8&query_place_id=ChIJaZ1TaQAtdTERNNc2Ci65uRA",,"18"
"113 Đường Số 29, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,"10.7562557","106.612541","Thứ Tư","06:30 to 13:00, 16:00 to 19:00","Thứ Năm","06:30 to 13:00, 16:00 to 19:00","Thứ Sáu","06:30 to 13:00, 16:00 to 19:00","Thứ Bảy","06:30 to 13:00, 16:00 to 19:00","Chủ Nhật","06:30 to 13:00, 16:00 to 19:00","Thứ Hai","06:30 to 13:00, 16:00 to 19:00","Thứ Ba","06:30 to 13:00, 16:00 to 19:00","+84 915 774 451",,"59","Bình Tân, Hồ Chí Minh","113 Đường Số 29","Maison de Ca Lem","5","https://www.google.com/maps/search/?api=1&query=Maison%20de%20Ca%20Lem&query_place_id=ChIJRaT-06MtdTERGvsn5Hybjqo",,"19"
"355A Đ. Bình Trị Đông, Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","false",,,"10.7719588","106.6091501","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","10:00 to 23:00","Thứ Bảy","10:00 to 00:00","Chủ Nhật","10:00 to 00:00","Thứ Hai","10:00 to 00:00","Thứ Ba","Mở cửa cả ngày",,,"37","Bình Tân, Hồ Chí Minh","355A Đ. Bình Trị Đông","Quán ăn gia đình Bê thui Đất Mới","4.4","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%83n%20gia%20%C4%91%C3%ACnh%20B%C3%AA%20thui%20%C4%90%E1%BA%A5t%20M%E1%BB%9Bi&query_place_id=ChIJiW0bBaYrdTERJlDgG5LgvAE",,"8"
"70/1 Đình Nghi Xuân, Bình Trị Đông, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.769804","106.619641","Thứ Tư","08:00 to 21:30","Thứ Năm","08:00 to 21:30","Thứ Sáu","08:00 to 21:30","Thứ Bảy","08:00 to 21:30","Chủ Nhật","08:00 to 21:30","Thứ Hai","08:00 to 21:30","Thứ Ba","08:00 to 21:30",,,"51","Bình Tân, Hồ Chí Minh","70/1 Đình Nghi Xuân","Chuối nướng Dì Hồng","4.8","https://www.google.com/maps/search/?api=1&query=Chu%E1%BB%91i%20n%C6%B0%E1%BB%9Bng%20D%C3%AC%20H%E1%BB%93ng&query_place_id=ChIJ4QM7c9UtdTERC7IVcTzizxY",,"11"
"216/2A, Đ. Lê Văn Quới, Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng món chay","true",,,"10.776406","106.61203","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 356 624 359",,"36","Bình Tân, Hồ Chí Minh","216/2A, Đ. Lê Văn Quới","Chay Hòa Đồng","5","https://www.google.com/maps/search/?api=1&query=Chay%20H%C3%B2a%20%C4%90%E1%BB%93ng&query_place_id=ChIJM5_TWQctdTERcfN_X43qdR8","http://chayhoadong.com/","1"
"9 Đường số 25A, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng Việt Nam","true",,,"10.7558189","106.6111557","Thứ Tư","02:30 to 11:00","Thứ Năm","02:30 to 11:00","Thứ Sáu","02:30 to 11:00","Thứ Bảy","02:30 to 11:00","Chủ Nhật","02:30 to 11:00","Thứ Hai","02:30 to 11:00","Thứ Ba","02:30 to 11:00",,,"55","Bình Tân, Hồ Chí Minh","9 Đường số 25A","Cơm Tấm Bà Năm","4.6","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20B%C3%A0%20N%C4%83m&query_place_id=ChIJGw1UGTMtdTERCUL3Dm4cJfg",,"10"
"757 TL10, Khu phố 1, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng Việt Nam","true",,,"10.7578853","106.6100386",,,,,,,,,,,,,,,,,"34","Bình Tân, Hồ Chí Minh","757 TL10","Quán ăn Út Hồng","5","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%83n%20%C3%9At%20H%E1%BB%93ng&query_place_id=ChIJG61VCgAtdTER4rKPR0tHX9M",,"1"
"298/2A Đ. Lê Văn Quới, Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","false",,,"10.7764985","106.6081203","Thứ Tư","14:00 to 21:00","Thứ Năm","14:00 to 21:00","Thứ Sáu","14:00 to 21:00","Thứ Bảy","14:00 to 21:00","Chủ Nhật","14:00 to 21:00","Thứ Hai","14:00 to 21:00","Thứ Ba","14:00 to 21:00","+84 976 176 476",,"33","Bình Tân, Hồ Chí Minh","298/2A Đ. Lê Văn Quới","DON-Quán ăn Quảng Ngãi","4.3","https://www.google.com/maps/search/?api=1&query=DON-Qu%C3%A1n%20%C4%83n%20Qu%E1%BA%A3ng%20Ng%C3%A3i&query_place_id=ChIJBTOCjBQsdTERV_GyxAChGFI","http://donvn.com/","286"
"689 HL2, Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true","https://food.google.com/chooseprovider?restaurantId=/g/11hz11xlkx&g2lbs=AOHF13kv_QRu9C8k3mjBbK4nbRAUyai4EKGdTmrg4ruZMmLj00aui37rrXhjEM4rulAlwCiNLOy_nPceFeWvNXNAb3ozyNN2WQ%3D%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=9t9yZse1LpDd1sQPt9e1qAI&ei=9t9yZse1LpDd1sQPt9e1qAI&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7674231","106.6085657","Thứ Tư","06:00 to 21:00","Thứ Năm","06:00 to 21:00","Thứ Sáu","06:00 to 21:00","Thứ Bảy","06:00 to 21:00","Chủ Nhật","06:00 to 21:00","Thứ Hai","06:00 to 21:00","Thứ Ba","06:00 to 21:00","+84 989 955 091",,"40","Bình Tân, Hồ Chí Minh","689 HL2","Bún Bò Huế O Diễm","4.3","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20B%C3%B2%20Hu%E1%BA%BF%20O%20Di%E1%BB%85m&query_place_id=ChIJG7k0CbstdTERdc93mfvxIq4",,"14"
